FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2014–15,PHN,PHN-204,Gippsland,General practitioners,Services,36457
2014–15,PHN,PHN-204,Gippsland,Other allied health providers,Services,6202
2014–15,PHN,PHN-204,Gippsland,Other psychologists,Services,36059
2014–15,PHN,PHN-204,Gippsland,Psychiatrists,Services,14835
2014–15,PHN,PHN-205,Murray,All providers,"Patient rate per 1,000 population",91
2014–15,PHN,PHN-205,Murray,Clinical psychologists,"Patient rate per 1,000 population",11
2014–15,PHN,PHN-205,Murray,General practitioners,"Patient rate per 1,000 population",77
2014–15,PHN,PHN-205,Murray,Other allied health providers,"Patient rate per 1,000 population",8
2014–15,PHN,PHN-205,Murray,Other psychologists,"Patient rate per 1,000 population",21
2014–15,PHN,PHN-205,Murray,Psychiatrists,"Patient rate per 1,000 population",12
2014–15,PHN,PHN-205,Murray,All providers,Patients,53579
2014–15,PHN,PHN-205,Murray,Clinical psychologists,Patients,6406
2014–15,PHN,PHN-205,Murray,General practitioners,Patients,45572
2014–15,PHN,PHN-205,Murray,Other allied health providers,Patients,4501
2014–15,PHN,PHN-205,Murray,Other psychologists,Patients,12450
2014–15,PHN,PHN-205,Murray,Psychiatrists,Patients,7018
2014–15,PHN,PHN-205,Murray,All providers,"Service rate per 1,000 population",355
2014–15,PHN,PHN-205,Murray,Clinical psychologists,"Service rate per 1,000 population",48
2014–15,PHN,PHN-205,Murray,General practitioners,"Service rate per 1,000 population",139
2014–15,PHN,PHN-205,Murray,Other allied health providers,"Service rate per 1,000 population",30
2014–15,PHN,PHN-205,Murray,Other psychologists,"Service rate per 1,000 population",84
2014–15,PHN,PHN-205,Murray,Psychiatrists,"Service rate per 1,000 population",54
2014–15,PHN,PHN-205,Murray,All providers,Services,209449
2014–15,PHN,PHN-205,Murray,Clinical psychologists,Services,28266
2014–15,PHN,PHN-205,Murray,General practitioners,Services,82371
2014–15,PHN,PHN-205,Murray,Other allied health providers,Services,17574
2014–15,PHN,PHN-205,Murray,Other psychologists,Services,49588
2014–15,PHN,PHN-205,Murray,Psychiatrists,Services,31650
2014–15,PHN,PHN-206,Western Victoria,All providers,"Patient rate per 1,000 population",96
2014–15,PHN,PHN-206,Western Victoria,Clinical psychologists,"Patient rate per 1,000 population",15
2014–15,PHN,PHN-206,Western Victoria,General practitioners,"Patient rate per 1,000 population",78
2014–15,PHN,PHN-206,Western Victoria,Other allied health providers,"Patient rate per 1,000 population",6
2014–15,PHN,PHN-206,Western Victoria,Other psychologists,"Patient rate per 1,000 population",28
2014–15,PHN,PHN-206,Western Victoria,Psychiatrists,"Patient rate per 1,000 population",15
2014–15,PHN,PHN-206,Western Victoria,All providers,Patients,58397
2014–15,PHN,PHN-206,Western Victoria,Clinical psychologists,Patients,9360
2014–15,PHN,PHN-206,Western Victoria,General practitioners,Patients,47351
2014–15,PHN,PHN-206,Western Victoria,Other allied health providers,Patients,3467
2014–15,PHN,PHN-206,Western Victoria,Other psychologists,Patients,16843
2014–15,PHN,PHN-206,Western Victoria,Psychiatrists,Patients,9448
2014–15,PHN,PHN-206,Western Victoria,All providers,"Service rate per 1,000 population",416
2014–15,PHN,PHN-206,Western Victoria,Clinical psychologists,"Service rate per 1,000 population",70
2014–15,PHN,PHN-206,Western Victoria,General practitioners,"Service rate per 1,000 population",129
2014–15,PHN,PHN-206,Western Victoria,Other allied health providers,"Service rate per 1,000 population",25
2014–15,PHN,PHN-206,Western Victoria,Other psychologists,"Service rate per 1,000 population",115
2014–15,PHN,PHN-206,Western Victoria,Psychiatrists,"Service rate per 1,000 population",78
2014–15,PHN,PHN-206,Western Victoria,All providers,Services,254051
2014–15,PHN,PHN-206,Western Victoria,Clinical psychologists,Services,42503
2014–15,PHN,PHN-206,Western Victoria,General practitioners,Services,78542
2014–15,PHN,PHN-206,Western Victoria,Other allied health providers,Services,15093
2014–15,PHN,PHN-206,Western Victoria,Other psychologists,Services,70474
2014–15,PHN,PHN-206,Western Victoria,Psychiatrists,Services,47440
2014–15,PHN,PHN-301,Brisbane North,All providers,"Patient rate per 1,000 population",91
2014–15,PHN,PHN-301,Brisbane North,Clinical psychologists,"Patient rate per 1,000 population",17
2014–15,PHN,PHN-301,Brisbane North,General practitioners,"Patient rate per 1,000 population",71
2014–15,PHN,PHN-301,Brisbane North,Other allied health providers,"Patient rate per 1,000 population",3
2014–15,PHN,PHN-301,Brisbane North,Other psychologists,"Patient rate per 1,000 population",26
2014–15,PHN,PHN-301,Brisbane North,Psychiatrists,"Patient rate per 1,000 population",20
2014–15,PHN,PHN-301,Brisbane North,All providers,Patients,85924
2014–15,PHN,PHN-301,Brisbane North,Clinical psychologists,Patients,15962
2014–15,PHN,PHN-301,Brisbane North,General practitioners,Patients,66868
2014–15,PHN,PHN-301,Brisbane North,Other allied health providers,Patients,2793
2014–15,PHN,PHN-301,Brisbane North,Other psychologists,Patients,24691
2014–15,PHN,PHN-301,Brisbane North,Psychiatrists,Patients,18852
2014–15,PHN,PHN-301,Brisbane North,All providers,"Service rate per 1,000 population",483
2014–15,PHN,PHN-301,Brisbane North,Clinical psychologists,"Service rate per 1,000 population",77
2014–15,PHN,PHN-301,Brisbane North,General practitioners,"Service rate per 1,000 population",129
2014–15,PHN,PHN-301,Brisbane North,Other allied health providers,"Service rate per 1,000 population",13
2014–15,PHN,PHN-301,Brisbane North,Other psychologists,"Service rate per 1,000 population",109
2014–15,PHN,PHN-301,Brisbane North,Psychiatrists,"Service rate per 1,000 population",156
2014–15,PHN,PHN-301,Brisbane North,All providers,Services,457092
2014–15,PHN,PHN-301,Brisbane North,Clinical psychologists,Services,73142
2014–15,PHN,PHN-301,Brisbane North,General practitioners,Services,121710
2014–15,PHN,PHN-301,Brisbane North,Other allied health providers,Services,12091
2014–15,PHN,PHN-301,Brisbane North,Other psychologists,Services,102732
2014–15,PHN,PHN-301,Brisbane North,Psychiatrists,Services,147417
2014–15,PHN,PHN-302,Brisbane South,All providers,"Patient rate per 1,000 population",90
2014–15,PHN,PHN-302,Brisbane South,Clinical psychologists,"Patient rate per 1,000 population",17
2014–15,PHN,PHN-302,Brisbane South,General practitioners,"Patient rate per 1,000 population",72
2014–15,PHN,PHN-302,Brisbane South,Other allied health providers,"Patient rate per 1,000 population",3
2014–15,PHN,PHN-302,Brisbane South,Other psychologists,"Patient rate per 1,000 population",25
2014–15,PHN,PHN-302,Brisbane South,Psychiatrists,"Patient rate per 1,000 population",19
2014–15,PHN,PHN-302,Brisbane South,All providers,Patients,98139
2014–15,PHN,PHN-302,Brisbane South,Clinical psychologists,Patients,18432
2014–15,PHN,PHN-302,Brisbane South,General practitioners,Patients,78300
2014–15,PHN,PHN-302,Brisbane South,Other allied health providers,Patients,3203
2014–15,PHN,PHN-302,Brisbane South,Other psychologists,Patients,27229
2014–15,PHN,PHN-302,Brisbane South,Psychiatrists,Patients,20214
2014–15,PHN,PHN-302,Brisbane South,All providers,"Service rate per 1,000 population",471
2014–15,PHN,PHN-302,Brisbane South,Clinical psychologists,"Service rate per 1,000 population",79
2014–15,PHN,PHN-302,Brisbane South,General practitioners,"Service rate per 1,000 population",129
2014–15,PHN,PHN-302,Brisbane South,Other allied health providers,"Service rate per 1,000 population",13
2014–15,PHN,PHN-302,Brisbane South,Other psychologists,"Service rate per 1,000 population",110
2014–15,PHN,PHN-302,Brisbane South,Psychiatrists,"Service rate per 1,000 population",140
2014–15,PHN,PHN-302,Brisbane South,All providers,Services,513239
2014–15,PHN,PHN-302,Brisbane South,Clinical psychologists,Services,86290
2014–15,PHN,PHN-302,Brisbane South,General practitioners,Services,140312
2014–15,PHN,PHN-302,Brisbane South,Other allied health providers,Services,14169
2014–15,PHN,PHN-302,Brisbane South,Other psychologists,Services,119761
2014–15,PHN,PHN-302,Brisbane South,Psychiatrists,Services,152708
2014–15,PHN,PHN-303,Gold Coast,All providers,"Patient rate per 1,000 population",108
2014–15,PHN,PHN-303,Gold Coast,Clinical psychologists,"Patient rate per 1,000 population",23
2014–15,PHN,PHN-303,Gold Coast,General practitioners,"Patient rate per 1,000 population",87
2014–15,PHN,PHN-303,Gold Coast,Other allied health providers,"Patient rate per 1,000 population",2
2014–15,PHN,PHN-303,Gold Coast,Other psychologists,"Patient rate per 1,000 population",35
2014–15,PHN,PHN-303,Gold Coast,Psychiatrists,"Patient rate per 1,000 population",23
2014–15,PHN,PHN-303,Gold Coast,All providers,Patients,60771
2014–15,PHN,PHN-303,Gold Coast,Clinical psychologists,Patients,12838
2014–15,PHN,PHN-303,Gold Coast,General practitioners,Patients,49332
2014–15,PHN,PHN-303,Gold Coast,Other allied health providers,Patients,1342
2014–15,PHN,PHN-303,Gold Coast,Other psychologists,Patients,19854
2014–15,PHN,PHN-303,Gold Coast,Psychiatrists,Patients,12782
2014–15,PHN,PHN-303,Gold Coast,All providers,"Service rate per 1,000 population",549
2014–15,PHN,PHN-303,Gold Coast,Clinical psychologists,"Service rate per 1,000 population",98
2014–15,PHN,PHN-303,Gold Coast,General practitioners,"Service rate per 1,000 population",148
2014–15,PHN,PHN-303,Gold Coast,Other allied health providers,"Service rate per 1,000 population",10
2014–15,PHN,PHN-303,Gold Coast,Other psychologists,"Service rate per 1,000 population",153
2014–15,PHN,PHN-303,Gold Coast,Psychiatrists,"Service rate per 1,000 population",141
2014–15,PHN,PHN-303,Gold Coast,All providers,Services,310250
2014–15,PHN,PHN-303,Gold Coast,Clinical psychologists,Services,55541
2014–15,PHN,PHN-303,Gold Coast,General practitioners,Services,83381
2014–15,PHN,PHN-303,Gold Coast,Other allied health providers,Services,5538
2014–15,PHN,PHN-303,Gold Coast,Other psychologists,Services,86364
2014–15,PHN,PHN-303,Gold Coast,Psychiatrists,Services,79425
2014–15,PHN,PHN-304,Darling Downs and West Moreton,All providers,"Patient rate per 1,000 population",86
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,"Patient rate per 1,000 population",15
2014–15,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,"Patient rate per 1,000 population",71
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,"Patient rate per 1,000 population",2
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,"Patient rate per 1,000 population",26
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,"Patient rate per 1,000 population",14
2014–15,PHN,PHN-304,Darling Downs and West Moreton,All providers,Patients,46819
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,Patients,7872
2014–15,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,Patients,38238
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,Patients,1300
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,Patients,14246
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,Patients,7804
2014–15,PHN,PHN-304,Darling Downs and West Moreton,All providers,"Service rate per 1,000 population",385
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,"Service rate per 1,000 population",63
2014–15,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,"Service rate per 1,000 population",114
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,"Service rate per 1,000 population",10
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,"Service rate per 1,000 population",110
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,"Service rate per 1,000 population",88
2014–15,PHN,PHN-304,Darling Downs and West Moreton,All providers,Services,208849
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Clinical psychologists,Services,34091
2014–15,PHN,PHN-304,Darling Downs and West Moreton,General practitioners,Services,61900
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other allied health providers,Services,5176
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Other psychologists,Services,59726
2014–15,PHN,PHN-304,Darling Downs and West Moreton,Psychiatrists,Services,47956
2014–15,PHN,PHN-305,Western Queensland,All providers,"Patient rate per 1,000 population",37
2014–15,PHN,PHN-305,Western Queensland,Clinical psychologists,"Patient rate per 1,000 population",2
2014–15,PHN,PHN-305,Western Queensland,General practitioners,"Patient rate per 1,000 population",33
2014–15,PHN,PHN-305,Western Queensland,Other allied health providers,"Patient rate per 1,000 population",1
2014–15,PHN,PHN-305,Western Queensland,Other psychologists,"Patient rate per 1,000 population",7
2014–15,PHN,PHN-305,Western Queensland,Psychiatrists,"Patient rate per 1,000 population",4
2014–15,PHN,PHN-305,Western Queensland,All providers,Patients,2547
2014–15,PHN,PHN-305,Western Queensland,Clinical psychologists,Patients,141
2014–15,PHN,PHN-305,Western Queensland,General practitioners,Patients,2233
2014–15,PHN,PHN-305,Western Queensland,Other allied health providers,Patients,60
2014–15,PHN,PHN-305,Western Queensland,Other psychologists,Patients,482
2014–15,PHN,PHN-305,Western Queensland,Psychiatrists,Patients,305
2014–15,PHN,PHN-305,Western Queensland,All providers,"Service rate per 1,000 population",100
2014–15,PHN,PHN-305,Western Queensland,Clinical psychologists,"Service rate per 1,000 population",8
2014–15,PHN,PHN-305,Western Queensland,General practitioners,"Service rate per 1,000 population",51
2014–15,PHN,PHN-305,Western Queensland,Other allied health providers,"Service rate per 1,000 population",3
2014–15,PHN,PHN-305,Western Queensland,Other psychologists,"Service rate per 1,000 population",21
2014–15,PHN,PHN-305,Western Queensland,Psychiatrists,"Service rate per 1,000 population",16
2014–15,PHN,PHN-305,Western Queensland,All providers,Services,6802
2014–15,PHN,PHN-305,Western Queensland,Clinical psychologists,Services,527
2014–15,PHN,PHN-305,Western Queensland,General practitioners,Services,3505
2014–15,PHN,PHN-305,Western Queensland,Other allied health providers,Services,196
2014–15,PHN,PHN-305,Western Queensland,Other psychologists,Services,1450
2014–15,PHN,PHN-305,Western Queensland,Psychiatrists,Services,1123
2014–15,PHN,PHN-306,"Central Queensland, Wide Bay, Sunshine Coast",All providers,"Patient rate per 1,000 population",91
